Sudan,Baby Food,M,728690373,255.28,159.42,722013.18
Macedonia,Cereal,M,924831092,205.7,117.11,811220.97
Canada,Office Supplies,C,427913033,651.21,524.96,4110961.76
Malta,Cereal,C,584860026,205.7,117.11,226490.74
Iraq,Snacks,M,562908399,152.58,97.44,580644.96
Austria,Personal Care,C,499606978,81.73,56.67,207525.54
Thailand,Cereal,M,152817094,205.7,117.11,97084.19
Netherlands,Beverages,M,250712573,47.45,31.79,8805.83
Zimbabwe,Clothes,M,241779744,109.28,35.84,245647.36
Belize,Cereal,L,544817435,205.7,117.11,285865.51
Georgia,Vegetables,L,298936975,154.06,90.93,86292.57
Dominica,Beverages,L,513562190,47.45,31.79,105511.01
Slovakia,Beverages,L,918429410,47.45,31.79,80333.33
Benin,Snacks,M,413587462,152.58,97.44,835645.44
Jamaica,Meat,H,219397675,421.89,364.69,1277509.07
Syria,Cosmetics,L,726533877,437.2,263.33,1678465.42
Bulgaria,Personal Care,C,145982396,81.73,56.67,469794.3
Tonga,Beverages,C,359042060,47.45,31.79,234578.41
Finland,Clothes,L,167324197,109.28,35.84,136299.52
Namibia,Beverages,H,242752635,47.45,31.79,151129.66
Kenya,Baby Food,H,877563703,255.28,159.42,1507475.52
Kiribati,Household,C,634306228,668.27,502.54,2092074.02
Australia,Fruits,M,395841538,9.33,6.92,49567.96
Eritrea,Office Supplies,L,215343463,651.21,524.96,1979624.16
Bulgaria,Fruits,L,666298329,9.33,6.92,9252.04
Australia,Fruits,C,592504966,9.33,6.92,29347.72
The Gambia,Office Supplies,H,258074700,651.21,524.96,4668994.24
Latvia,Beverages,C,897431361,47.45,31.79,277781.02
Bulgaria,Clothes,M,665311276,109.28,35.84,331376.64
France,Beverages,L,486763274,47.45,31.79,92985.75
United Arab Emirates,Fruits,M,907148683,9.33,6.92,29818.28
Kuwait,Personal Care,C,742141330,81.73,56.67,281423.22
Iran,Personal Care,M,227727544,81.73,56.67,481468.32
Jamaica,Beverages,M,570206153,47.45,31.79,175703.33
Rwanda,Cereal,M,796188485,205.7,117.11,1021316.31
United States of America,Household,C,902598369,668.27,502.54,3904735.8
Cyprus,Beverages,M,506672132,47.45,31.79,139812.42
Afghanistan,Vegetables,C,195958602,154.06,90.93,669244.8
Uganda,Cereal,M,178319108,205.7,117.11,871532.62
Senegal,Vegetables,C,731927478,154.06,90.93,223778.73
Afghanistan,Cosmetics,C,855270040,437.2,263.33,596705.78
Estonia,Personal Care,M,517145621,81.73,56.67,211719.12
Senegal,Meat,C,206665551,421.89,364.69,2109366.96
Vatican City,Beverages,L,483253657,47.45,31.79,138318.29
Laos,Vegetables,L,626646268,154.06,90.93,673882.23
Dominican Republic,Clothes,C,886892211,109.28,35.84,357288.96
Nepal,Personal Care,M,234352815,81.73,56.67,513486.87
Palau,Meat,M,409701907,421.89,364.69,3192496.26
Serbia,Snacks,C,973925817,152.58,97.44,501523.68
Cyprus,Cereal,H,658323371,205.7,117.11,160440.7
Indonesia,Meat,L,514505898,421.89,364.69,942358.96
Dominica,Vegetables,H,764397227,154.06,90.93,89202.33
Malawi,Clothes,M,350233685,109.28,35.84,28134.4
East Timor,Snacks,L,984564101,152.58,97.44,316874.88
Mongolia,Office Supplies,C,400249803,651.21,524.96,874583.36
Kenya,Clothes,C,900464618,109.28,35.84,227440.64
Moldova ,Vegetables,M,808694875,154.06,90.93,876474.27
Mozambique,Cereal,H,318739402,205.7,117.11,108560.97
Saint Kitts and Nevis ,Household,H,144709527,668.27,502.54,814114.8
Papua New Guinea,Snacks,C,171029078,152.58,97.44,15590.4
Guinea,Snacks,L,802434384,152.58,97.44,684126.24
Lithuania,Fruits,L,713974273,9.33,6.92,67179.36
Tajikistan,Meat,H,901010072,421.89,364.69,2829265.02
Antigua and Barbuda ,Snacks,L,629215610,152.58,97.44,753795.84
Saudi Arabia,Office Supplies,L,584577214,651.21,524.96,4327245.28
Myanmar,Meat,H,623393714,421.89,364.69,1789898.52
Australia,Baby Food,H,222276437,255.28,159.42,859592.64
Kiribati,Baby Food,C,728149211,255.28,159.42,699375.54
Pakistan,Vegetables,C,408248364,154.06,90.93,783634.74
Albania,Beverages,C,300122725,47.45,31.79,58461.81
Norway,Office Supplies,M,161633622,651.21,524.96,5163506.56
Vatican City,Meat,H,720954883,421.89,364.69,1978807.94
Algeria,Snacks,C,526572835,152.58,97.44,336947.52
Hungary,Snacks,C,897286307,152.58,97.44,566418.72
Tajikistan,Baby Food,L,972206628,255.28,159.42,1020447.42
Djibouti,Household,M,860757625,668.27,502.54,3097656.56
Macedonia,Cereal,H,292675626,205.7,117.11,945780.36
Lesotho,Meat,C,868009459,421.89,364.69,781530.67
Denmark,Beverages,C,207120454,47.45,31.79,12716
Nauru,Personal Care,H,500682437,81.73,56.67,108466.38
Moldova ,Vegetables,M,859681737,154.06,90.93,707890.05
Australia,Cereal,M,465417182,205.7,117.11,719289.62
Slovenia,Meat,H,819500100,421.89,364.69,2606074.74
Guatemala,Personal Care,C,793854320,81.73,56.67,452736.63
Dominican Republic,Clothes,C,680716168,109.28,35.84,282992.64
Israel,Clothes,C,842634475,109.28,35.84,111856.64
Brunei,Beverages,L,362470567,47.45,31.79,61990.5
Myanmar,Snacks,H,193398272,152.58,97.44,945265.44
Croatia,Household,M,908903920,668.27,502.54,1870956.42
Tonga,Clothes,C,452786338,109.28,35.84,300840.96
Belarus,Vegetables,M,889156854,154.06,90.93,11548.11
Mali,Meat,L,752439296,421.89,364.69,861762.47
Bangladesh,Cosmetics,M,897369992,437.2,263.33,151941.41
Djibouti,Office Supplies,H,448997771,651.21,524.96,3818034.08
Eritrea,Baby Food,H,852683961,255.28,159.42,1113867.54
Iran,Snacks,M,924102389,152.58,97.44,125405.28
Kyrgyzstan,Meat,H,899239385,421.89,364.69,1375610.68
Mauritius ,Snacks,C,184393775,152.58,97.44,494118.24
Ghana,Cosmetics,M,506176888,437.2,263.33,2065823.85
Dominican Republic,Cosmetics,M,961512553,437.2,263.33,470307.38
Togo,Baby Food,L,267637097,255.28,159.42,1374040.98
Angola,Fruits,L,812099349,9.33,6.92,49125.08
Ghana,Baby Food,C,102760636,255.28,159.42,1277113.62
Romania,Meat,H,217794787,421.89,364.69,3344936.68
Zimbabwe,Clothes,C,155688130,109.28,35.84,15482.88
Benin,Beverages,H,785239493,47.45,31.79,275651.09
Algeria,Clothes,M,795560204,109.28,35.84,100280.32
Lebanon,Fruits,H,746074092,9.33,6.92,60605.36
Vatican City,Cereal,H,816517484,205.7,117.11,529688.53
Somalia,Baby Food,H,356939208,255.28,159.42,812723.16
Estonia,Household,L,137700593,668.27,502.54,3779100.8
Libya,Personal Care,L,999475467,81.73,56.67,331859.52
Uzbekistan,Cereal,H,703250157,205.7,117.11,726550.44
Lesotho,Snacks,M,680323493,152.58,97.44,165160.8
Democratic Republic of the Congo,Snacks,C,182306802,152.58,97.44,729728.16
Tanzania,Personal Care,L,331123912,81.73,56.67,327495.93
Vietnam,Cereal,C,969011151,205.7,117.11,92282.68
Comoros,Meat,H,208517348,421.89,364.69,1375610.68
Comoros,Household,L,282503831,668.27,502.54,4028360.64
Trinidad and Tobago,Household,H,794144427,668.27,502.54,1929251.06
Palau,Fruits,L,966925466,9.33,6.92,24822.04
Macedonia,Fruits,L,994645774,9.33,6.92,45969.56
Comoros,Fruits,C,691416680,9.33,6.92,30551.8
Zambia,Baby Food,H,841662013,255.28,159.42,852578.16
Vanuatu,Snacks,M,950118100,152.58,97.44,966020.16
Cyprus,Vegetables,L,591833770,154.06,90.93,510935.67
Thailand,Snacks,L,762170350,152.58,97.44,194782.56
Kyrgyzstan,Household,L,726801669,668.27,502.54,2824274.8
Saint Vincent and the Grenadines,Baby Food,H,271714055,255.28,159.42,810172.44
Mauritius ,Baby Food,H,153206336,255.28,159.42,958751.88
Hungary,Household,C,747889840,668.27,502.54,3054438.12
Switzerland,Cereal,C,702688395,205.7,117.11,1167118.26
Denmark,Baby Food,L,984838330,255.28,159.42,701766.84
Cyprus,Office Supplies,M,831888473,651.21,524.96,1648374.4
Rwanda,Beverages,L,901700150,47.45,31.79,62530.93
Benin,Vegetables,C,122447192,154.06,90.93,336441
Norway,Cereal,M,642615926,205.7,117.11,373346.68
Saudi Arabia,Clothes,M,181005179,109.28,35.84,82790.4
Nauru,Snacks,C,576726281,152.58,97.44,485056.32
Kiribati,Household,L,139203059,668.27,502.54,1071917.82
Lithuania,Office Supplies,H,398171842,651.21,524.96,3544004.96
Palau,Vegetables,C,253681457,154.06,90.93,803366.55
Sri Lanka,Personal Care,L,926093232,81.73,56.67,23914.74
Djibouti,Fruits,C,106080996,9.33,6.92,4006.68
Guatemala,Cosmetics,H,504631078,437.2,263.33,106648.65
Zimbabwe,Office Supplies,H,403042304,651.21,524.96,4214903.84
Comoros,Meat,H,402926003,421.89,364.69,1317624.97
Netherlands,Office Supplies,C,276206004,651.21,524.96,2283051.04
Portugal,Clothes,H,315118634,109.28,35.84,339082.24
Spain,Baby Food,M,882212722,255.28,159.42,829621.68
Egypt,Clothes,H,160349595,109.28,35.84,353489.92
Slovenia,Vegetables,C,902703082,154.06,90.93,796274.01
Ireland,Cosmetics,M,982759511,437.2,263.33,2431325.89
Taiwan,Meat,H,144317710,421.89,364.69,2068521.68
Swaziland,Meat,C,451489007,421.89,364.69,1635634.65
Armenia,Fruits,M,438697230,9.33,6.92,63068.88
The Gambia,Clothes,L,960678708,109.28,35.84,180382.72
Iran,Cereal,C,242482268,205.7,117.11,555921.17
Andorra,Baby Food,M,629469239,255.28,159.42,444941.22
Morocco,Vegetables,C,937313449,154.06,90.93,66742.62
Bhutan,Clothes,H,502001225,109.28,35.84,77880.32
Mongolia,Beverages,M,529831397,47.45,31.79,246022.81
Eritrea,Office Supplies,L,947415292,651.21,524.96,48821.28
Central African Republic,Clothes,M,851676738,109.28,35.84,319979.52
Greenland,Fruits,H,759852063,9.33,6.92,41284.72
Somalia,Vegetables,C,359490096,154.06,90.93,905935.59
Cameroon,Cereal,L,758452165,205.7,117.11,199672.55
Uzbekistan,Beverages,L,434912097,47.45,31.79,286396.11
Ethiopia,Personal Care,H,187356221,81.73,56.67,97699.08
Kyrgyzstan,Office Supplies,H,884583365,651.21,524.96,3532980.8
United Kingdom,Cosmetics,M,315704858,437.2,263.33,773663.54
Marshall Islands,Snacks,C,840144526,152.58,97.44,612897.6
North Korea,Baby Food,L,837638700,255.28,159.42,758839.2
Nauru,Meat,L,558236205,421.89,364.69,1222805.57
Saint Lucia,Beverages,H,772298371,47.45,31.79,289447.95
Ukraine,Snacks,C,520499026,152.58,97.44,592727.52
Sao Tome and Principe,Personal Care,M,263824498,81.73,56.67,21931.29
Bulgaria,Clothes,C,533573615,109.28,35.84,184396.8
Romania,Office Supplies,M,581357705,651.21,524.96,2897254.24
Yemen,Cereal,H,629100596,205.7,117.11,433424.11
United States of America,Household,L,519038617,668.27,502.54,1967946.64
Antigua and Barbuda ,Vegetables,H,163720595,154.06,90.93,674427.81
Latvia,Cereal,C,896007859,205.7,117.11,877388.12
El Salvador,Snacks,M,519074237,152.58,97.44,434290.08
The Bahamas,Office Supplies,M,956406056,651.21,524.96,346473.6
Maldives,Personal Care,L,601802146,81.73,56.67,310721.61
Nigeria,Baby Food,H,169373834,255.28,159.42,53565.12
Zimbabwe,Vegetables,L,443544948,154.06,90.93,332894.73
Armenia,Baby Food,M,929051816,255.28,159.42,945838.86
Belarus,Personal Care,C,300943267,81.73,56.67,263798.85
Kuwait,Office Supplies,M,454580628,651.21,524.96,4916250.4
Panama,Clothes,H,655637729,109.28,35.84,237547.52
Turkmenistan,Clothes,C,690100896,109.28,35.84,180848.64
Guatemala,Clothes,L,414268958,109.28,35.84,8816.64
Sudan,Meat,L,204753243,421.89,364.69,3606784.1
Afghanistan,Vegetables,M,508477580,154.06,90.93,788363.1
Sweden,Snacks,C,492678296,152.58,97.44,322623.84
Moldova ,Cereal,H,294904220,205.7,117.11,886171.37
Belgium,Personal Care,C,573016679,81.73,56.67,409384.08
South Africa,Fruits,H,255189502,9.33,6.92,35285.08
Mauritania,Meat,M,589909017,421.89,364.69,2203456.98
Azerbaijan,Beverages,H,195974051,47.45,31.79,61418.28
Sao Tome and Principe,Snacks,M,912495934,152.58,97.44,650899.2
Libya,Clothes,C,148898494,109.28,35.84,44011.52
Portugal,Beverages,M,334918057,47.45,31.79,271836.29
Lebanon,Office Supplies,H,370603454,651.21,524.96,4541953.92
Marshall Islands,Meat,L,576316010,421.89,364.69,1301578.61
Barbados,Cosmetics,C,442729556,437.2,263.33,623828.77
Sao Tome and Principe,Fruits,H,880830419,9.33,6.92,42558
Samoa ,Beverages,M,171917426,47.45,31.79,96705.18
Tonga,Household,M,717601907,668.27,502.54,1611143.24
France,Meat,M,489807689,421.89,364.69,1398586.15
Liechtenstein,Snacks,L,680771100,152.58,97.44,404570.88
South Africa,Meat,C,753040969,421.89,364.69,150252.28
Kosovo,Clothes,C,689478623,109.28,35.84,32291.84
Palau,Cereal,C,543257892,205.7,117.11,109732.07
Sweden,Beverages,L,887865102,47.45,31.79,250155.51
Bosnia and Herzegovina,Office Supplies,L,567099082,651.21,524.96,3189132
Antigua and Barbuda ,Snacks,C,745071160,152.58,97.44,191761.92
Mauritius ,Cosmetics,L,856205165,437.2,263.33,2367336.7
Costa Rica,Personal Care,M,855237424,81.73,56.67,148135.38
Burundi,Beverages,C,767216765,47.45,31.79,169917.55
Sudan,Cereal,C,237504518,205.7,117.11,201312.09
Croatia,Baby Food,C,781774508,255.28,159.42,526883.1
Cambodia,Cereal,L,836013066,205.7,117.11,433189.89
Liechtenstein,Fruits,M,706519019,9.33,6.92,24448.36
Lesotho,Beverages,H,319903695,47.45,31.79,173795.93
Sierra Leone,Household,M,573090922,668.27,502.54,4620352.76
Somalia,Clothes,C,183317029,109.28,35.84,230702.08
Sudan,Personal Care,M,638130843,81.73,56.67,337299.84
Botswana,Office Supplies,L,345393693,651.21,524.96,4474759.04
South Africa,Office Supplies,M,483279407,651.21,524.96,1034696.16
Saint Kitts and Nevis ,Household,C,950274312,668.27,502.54,3086098.14
United Kingdom,Cosmetics,L,815177237,437.2,263.33,2083993.62
Marshall Islands,Snacks,L,567099511,152.58,97.44,604322.88
Eritrea,Personal Care,C,765464961,81.73,56.67,393686.49
Panama,Cereal,L,690009915,205.7,117.11,951167.42
Democratic Republic of the Congo,Cosmetics,M,590783202,437.2,263.33,1246340.89
Brunei,Vegetables,C,338146150,154.06,90.93,346897.95
Sudan,Fruits,C,772772586,9.33,6.92,65297.12
Jamaica,Fruits,M,555648839,9.33,6.92,53242.48
Togo,Snacks,L,218073737,152.58,97.44,167596.8
Andorra,Fruits,M,811658608,9.33,6.92,46184.08
Central African Republic,Clothes,H,758327281,109.28,35.84,170204.16
Cambodia,Office Supplies,C,800316083,651.21,524.96,88718.24
Poland,Office Supplies,M,850173842,651.21,524.96,2198532.48
Afghanistan,Household,M,440761888,668.27,502.54,46233.68
El Salvador,Cosmetics,H,975254046,437.2,263.33,2159306
Oman,Household,H,777136647,668.27,502.54,431179.32
Madagascar,Cereal,C,940208518,205.7,117.11,872352.39
India,Beverages,L,378580987,47.45,31.79,298253.78
Tonga,Snacks,L,776677882,152.58,97.44,496944
Panama,Office Supplies,L,739235532,651.21,524.96,2664696.96
Denmark,Cereal,L,741302764,205.7,117.11,798221.76
Denmark,Cosmetics,L,878240907,437.2,263.33,2595380.48
Yemen,Baby Food,L,415723788,255.28,159.42,121478.04
Botswana,Clothes,C,939737737,109.28,35.84,291522.56
Portugal,Personal Care,H,506581580,81.73,56.67,430805.34
Poland,Personal Care,C,392866647,81.73,56.67,386829.42
Sao Tome and Principe,Clothes,M,145516765,109.28,35.84,17884.16
Equatorial Guinea,Beverages,M,731768262,47.45,31.79,169917.55
Grenada,Beverages,M,489169967,47.45,31.79,162701.22
Mauritania,Meat,C,975583207,421.89,364.69,2044087.45
Uzbekistan,Office Supplies,L,219181811,651.21,524.96,5052215.04
Saudi Arabia,Cereal,L,368452107,205.7,117.11,236679.31
Afghanistan,Fruits,H,942192924,9.33,6.92,32378.68
Mali,Cereal,H,179515588,205.7,117.11,176484.77
Mexico,Cosmetics,L,889843928,437.2,263.33,907961.84
Costa Rica,Personal Care,H,102914273,81.73,56.67,196928.25
Switzerland,Household,L,318775451,668.27,502.54,801551.3
Nigeria,Meat,H,957788789,421.89,364.69,3589278.98
Romania,Cosmetics,M,610628116,437.2,263.33,1918095.72
Azerbaijan,Meat,L,188279759,421.89,364.69,1830743.8
Nepal,Personal Care,C,672042548,81.73,56.67,66813.93
Czech Republic,Cereal,C,863527810,205.7,117.11,693642.53
Croatia,Clothes,C,534659373,109.28,35.84,230988.8
Latvia,Cosmetics,M,877673566,437.2,263.33,517970.11
Bulgaria,Cosmetics,C,455119216,437.2,263.33,2302820.85
Botswana,Beverages,H,149857652,47.45,31.79,160984.56
Spain,Cereal,H,915062701,205.7,117.11,731117.73
Cape Verde,Snacks,H,624220693,152.58,97.44,938249.76
The Bahamas,Meat,L,821130454,421.89,364.69,3502482.76
Albania,Vegetables,H,869903314,154.06,90.93,234326.61
Macedonia,Vegetables,H,204963099,154.06,90.93,181041.63
Poland,Personal Care,H,581046140,81.73,56.67,188144.4
Tunisia ,Baby Food,H,223201262,255.28,159.42,1445620.56
United States of America,Office Supplies,L,576789796,651.21,524.96,1980674.08
Serbia,Snacks,H,457485568,152.58,97.44,877057.44
Myanmar,Household,M,101274907,668.27,502.54,4196209
Liberia,Clothes,L,714456641,109.28,35.84,87879.68
Tanzania,Personal Care,H,423642098,81.73,56.67,224753.22
Philippines,Household,C,125755107,668.27,502.54,1299568.44
Bangladesh,Vegetables,C,338031995,154.06,90.93,3091.62
Dominica,Cereal,H,748021590,205.7,117.11,593279.26
Democratic Republic of the Congo,Beverages,H,663585221,47.45,31.79,269197.72
Botswana,Cosmetics,L,362896716,437.2,263.33,2121913.14
El Salvador,Snacks,C,644442403,152.58,97.44,358871.52
Japan,Cereal,M,577021110,205.7,117.11,260452.64
Monaco,Personal Care,H,649744164,81.73,56.67,146888.64
Guatemala,Meat,M,522035396,421.89,364.69,265859.01
Armenia,Vegetables,C,373631131,154.06,90.93,419096.37
The Bahamas,Baby Food,L,454580199,255.28,159.42,1472721.96
Montenegro,Baby Food,C,635243928,255.28,159.42,263043
