Sub-Saharan Africa,Online,563473594,3213,152456.85,50315.58
Europe,Online,358242547,785,64158.05,19672.1
Asia,Online,873673427,8237,3475107.93,471156.4
Sub-Saharan Africa,Offline,264502561,1040,438765.6,59488
Asia,Offline,355778777,1701,139022.73,42627.06
Sub-Saharan Africa,Online,792863404,4755,3177623.85,788046.15
Europe,Offline,391430270,1770,746745.3,101244
Europe,Online,287465703,6344,693272.32,465903.36
Europe,Offline,787268531,9108,3982017.6,1583607.96
Australia and Oceania,Offline,917450082,2722,1190058.4,473274.14
Central America and the Caribbean,Online,674934184,6878,1059624.68,434208.14
Sub-Saharan Africa,Offline,576957166,3301,679015.7,292435.59
Sub-Saharan Africa,Online,311067855,746,498529.42,123634.58
Asia,Offline,985127580,9997,1540137.82,631110.61
Europe,Offline,177310168,8874,1367128.44,560215.62
Europe,Offline,486101949,7224,4827582.48,1197233.52
Asia,Online,980301749,1927,1254881.67,243283.75
Central America and the Caribbean,Online,349020898,1895,1234042.95,239243.75
Sub-Saharan Africa,Online,951683223,3069,2050920.63,508625.37
Sub-Saharan Africa,Offline,268025052,3424,522433.92,188799.36
Asia,Online,348095214,7964,5322102.28,1319873.72
Sub-Saharan Africa,Offline,162255036,3726,2489974.02,617509.98
Sub-Saharan Africa,Offline,551178348,4776,390342.48,119686.56
Sub-Saharan Africa,Offline,175851476,7214,4820899.78,1195576.22
Australia and Oceania,Online,467573249,4170,1759281.3,238524
Europe,Offline,677954995,804,7501.32,1937.64
Europe,Offline,128920543,9308,86843.64,22432.28
Europe,Online,462706220,3908,1648746.12,223537.6
Middle East and North Africa,Online,691860854,5856,902175.36,369689.28
Europe,Offline,349245774,8440,5496212.4,1065550
Australia and Oceania,Online,838034808,1978,93856.1,30975.48
Australia and Oceania,Offline,481714284,8816,720531.68,220928.96
Europe,Offline,374083030,8336,3644499.2,1449380.32
Central America and the Caribbean,Online,329252374,1949,300262.94,123040.37
Asia,Online,231646144,8097,1235440.26,446468.58
Central America and the Caribbean,Online,486000669,7253,1851545.84,695272.58
Central America and the Caribbean,Offline,667364776,6922,1066403.32,436985.86
Middle East and North Africa,Online,871099793,6641,1023112.46,419246.33
Asia,Online,362879550,2978,1301981.6,517784.86
Sub-Saharan Africa,Offline,728690373,4529,1156163.12,434149.94
Europe,Online,924831092,6927,1424883.9,613662.93
North America,Offline,427913033,7831,5099625.51,988663.75
Europe,Online,584860026,1934,397823.8,171333.06
Middle East and North Africa,Online,562908399,5959,909224.22,328579.26
Europe,Offline,499606978,3662,299295.26,91769.72
Asia,Online,152817094,829,170525.3,73441.11
Europe,Online,250712573,277,13143.65,4337.82
Sub-Saharan Africa,Online,241779744,6854,749005.12,503357.76
Central America and the Caribbean,Offline,544817435,2441,502113.7,216248.19
Europe,Offline,298936975,949,146202.94,59910.37
Central America and the Caribbean,Online,513562190,3319,157486.55,51975.54
Europe,Online,918429410,2527,119906.15,39572.82
Sub-Saharan Africa,Online,413587462,8576,1308526.08,472880.64
Central America and the Caribbean,Online,219397675,3503,1477880.67,200371.6
Middle East and North Africa,Offline,726533877,6374,2786712.8,1108247.38
Europe,Offline,145982396,8290,677541.7,207747.4
Australia and Oceania,Offline,359042060,7379,350133.55,115555.14
Europe,Online,167324197,3803,415591.84,279292.32
Sub-Saharan Africa,Online,242752635,4754,225577.3,74447.64
Sub-Saharan Africa,Offline,877563703,9456,2413927.68,906452.16
Australia and Oceania,Offline,634306228,4163,2782008.01,689933.99
Australia and Oceania,Online,395841538,7163,66830.79,17262.83
Sub-Saharan Africa,Online,215343463,3771,2455712.91,476088.75
Europe,Offline,666298329,1337,12474.21,3222.17
Australia and Oceania,Offline,592504966,4241,39568.53,10220.81
Sub-Saharan Africa,Online,258074700,8894,5791861.74,1122867.5
Europe,Online,897431361,8738,414618.1,136837.08
Europe,Online,665311276,9246,1010402.88,679026.24
Europe,Offline,486763274,2925,138791.25,45805.5
Middle East and North Africa,Offline,907148683,4309,40202.97,10384.69
Middle East and North Africa,Online,742141330,4966,405871.18,124447.96
Middle East and North Africa,Offline,227727544,8496,694378.08,212909.76
Central America and the Caribbean,Online,570206153,5527,262256.15,86552.82
Sub-Saharan Africa,Offline,796188485,8721,1793909.7,772593.39
North America,Online,902598369,7770,5192457.9,1287722.1
Europe,Offline,506672132,4398,208685.1,68872.68
Middle East and North Africa,Online,195958602,7360,1133881.6,464636.8
Sub-Saharan Africa,Online,178319108,7442,1530819.4,659286.78
Sub-Saharan Africa,Offline,731927478,2461,379141.66,155362.93
Middle East and North Africa,Online,855270040,2266,990695.2,393989.42
Europe,Offline,517145621,3736,305343.28,93624.16
Sub-Saharan Africa,Online,206665551,5784,2440211.76,330844.8
Europe,Offline,483253657,4351,206454.95,68136.66
Asia,Online,626646268,7411,1141738.66,467856.43
Central America and the Caribbean,Offline,886892211,9969,1089412.32,732123.36
Asia,Online,234352815,9061,740555.53,227068.66
Australia and Oceania,Offline,409701907,8754,3693225.06,500728.8
Europe,Online,973925817,5147,785329.26,283805.58
Europe,Offline,658323371,1370,281809,121368.3
Asia,Online,514505898,2584,1090163.76,147804.8
Central America and the Caribbean,Online,764397227,981,151132.86,61930.53
Sub-Saharan Africa,Offline,350233685,785,85784.8,57650.4
Australia and Oceania,Offline,984564101,3252,496190.16,179315.28
Asia,Offline,400249803,1666,1084915.86,210332.5
Sub-Saharan Africa,Offline,900464618,6346,693490.88,466050.24
Europe,Offline,808694875,9639,1484984.34,608510.07
Sub-Saharan Africa,Offline,318739402,927,190683.9,82122.93
Central America and the Caribbean,Online,144709527,1620,1082597.4,268482.6
Australia and Oceania,Online,171029078,160,24412.8,8822.4
Sub-Saharan Africa,Offline,802434384,7021,1071264.18,387137.94
Europe,Online,713974273,9708,90575.64,23396.28
Asia,Offline,901010072,7758,3273022.62,443757.6
Central America and the Caribbean,Online,629215610,7736,1180358.88,426563.04
Middle East and North Africa,Online,584577214,8243,5367924.03,1040678.75
Asia,Online,623393714,4908,2070636.12,280737.6
Australia and Oceania,Online,222276437,5392,1376469.76,516877.12
Australia and Oceania,Offline,728149211,4387,1119913.36,420537.82
Middle East and North Africa,Offline,408248364,8618,1327689.08,544054.34
Europe,Online,300122725,1839,87260.55,28798.74
Europe,Online,161633622,9836,6405301.56,1241795
Europe,Offline,720954883,5426,2289175.14,310367.2
Middle East and North Africa,Online,526572835,3458,527621.64,190674.12
Europe,Online,897286307,5813,886947.54,320528.82
Asia,Offline,972206628,6401,1634047.28,613599.86
Sub-Saharan Africa,Offline,860757625,6164,4119216.28,1021559.72
Europe,Offline,292675626,8076,1661233.2,715452.84
Sub-Saharan Africa,Online,868009459,2143,904110.27,122579.6
Europe,Offline,207120454,400,18980,6264
Australia and Oceania,Online,500682437,1914,156431.22,47964.84
Europe,Offline,859681737,7785,1199357.1,491467.05
Australia and Oceania,Online,465417182,6142,1263409.4,544119.78
Europe,Offline,819500100,7146,3014825.94,408751.2
Central America and the Caribbean,Online,793854320,7989,652940.97,200204.34
Central America and the Caribbean,Online,680716168,7896,862874.88,579882.24
Middle East and North Africa,Online,842634475,3121,341062.88,229206.24
Asia,Online,362470567,1950,92527.5,30537
Asia,Online,193398272,9701,1480178.58,534913.14
Europe,Offline,908903920,3723,2487969.21,617012.79
Australia and Oceania,Online,452786338,8394,917296.32,616455.36
Europe,Online,889156854,127,19565.62,8017.51
Sub-Saharan Africa,Online,752439296,2363,996926.07,135163.6
Asia,Offline,897369992,577,252264.4,100322.99
Sub-Saharan Africa,Online,448997771,7273,4736250.33,918216.25
Sub-Saharan Africa,Online,852683961,6987,1783641.36,669773.82
Middle East and North Africa,Offline,924102389,1287,196370.46,70965.18
Asia,Offline,899239385,3772,1591369.08,215758.4
Sub-Saharan Africa,Offline,184393775,5071,773733.18,279614.94
Sub-Saharan Africa,Offline,506176888,7845,3429834,1364010.15
Central America and the Caribbean,Offline,961512553,1786,780839.2,310531.82
Sub-Saharan Africa,Offline,267637097,8619,2200258.32,826217.34
Sub-Saharan Africa,Offline,812099349,7099,66233.67,17108.59
Sub-Saharan Africa,Offline,102760636,8011,2045048.08,767934.46
Europe,Online,217794787,9172,3869575.08,524638.4
Sub-Saharan Africa,Online,155688130,432,47208.96,31726.08
Sub-Saharan Africa,Offline,785239493,8671,411438.95,135787.86
Middle East and North Africa,Offline,795560204,2798,305765.44,205485.12
Middle East and North Africa,Online,746074092,8758,81712.14,21106.78
Europe,Offline,816517484,4523,930381.1,400692.57
Middle East and North Africa,Online,356939208,5098,1301417.44,488694.28
Europe,Offline,137700593,7520,5025390.4,1246289.6
Middle East and North Africa,Offline,999475467,5856,478610.88,146751.36
Asia,Online,703250157,6204,1276162.8,549612.36
Sub-Saharan Africa,Online,680323493,1695,258623.1,93462.3
Sub-Saharan Africa,Offline,182306802,7489,1142671.62,412943.46
Sub-Saharan Africa,Online,331123912,5779,472317.67,144821.74
Asia,Online,969011151,788,162091.6,69808.92
Sub-Saharan Africa,Offline,208517348,3772,1591369.08,215758.4
Sub-Saharan Africa,Online,282503831,8016,5356852.32,1328491.68
Central America and the Caribbean,Offline,794144427,3839,2565488.53,636237.47
Australia and Oceania,Offline,966925466,3587,33466.71,8644.67
Europe,Online,994645774,6643,61979.19,16009.63
Sub-Saharan Africa,Offline,691416680,4415,41191.95,10640.15
Sub-Saharan Africa,Offline,841662013,5348,1365237.44,512659.28
Australia and Oceania,Offline,950118100,9914,1512678.12,546657.96
Europe,Offline,591833770,5619,865663.14,354727.47
Asia,Offline,762170350,1999,305007.42,110224.86
Asia,Offline,726801669,5620,3755677.4,931402.6
Central America and the Caribbean,Offline,271714055,5082,1297332.96,487160.52
Sub-Saharan Africa,Offline,153206336,6014,1535253.92,576502.04
Europe,Online,747889840,6078,4061745.06,1007306.94
Europe,Online,702688395,9966,2050006.2,882887.94
Europe,Offline,984838330,4402,1123742.56,421975.72
Europe,Offline,831888473,3140,2044799.4,396425
Sub-Saharan Africa,Offline,901700150,1967,93334.15,30803.22
Sub-Saharan Africa,Online,122447192,3700,570022,233581
Europe,Online,642615926,3188,655771.6,282424.92
Middle East and North Africa,Offline,181005179,2310,252436.8,169646.4
Australia and Oceania,Online,576726281,4978,759543.24,274486.92
Australia and Oceania,Offline,139203059,2133,1425419.91,353502.09
Europe,Online,398171842,6751,4396318.71,852313.75
Australia and Oceania,Offline,253681457,8835,1361120.1,557753.55
Asia,Offline,926093232,422,34490.06,10575.32
Sub-Saharan Africa,Online,106080996,579,5402.07,1395.39
Central America and the Caribbean,Offline,504631078,405,177066,70417.35
Sub-Saharan Africa,Online,403042304,8029,5228565.09,1013661.25
Sub-Saharan Africa,Offline,402926003,3613,1524288.57,206663.6
Europe,Online,276206004,4349,2832112.29,549061.25
Europe,Online,315118634,9461,1033898.08,694815.84
Europe,Online,882212722,5204,1328477.12,498855.44
Middle East and North Africa,Offline,160349595,9863,1077828.64,724338.72
Europe,Online,902703082,8757,1349103.42,552829.41
Europe,Online,982759511,9233,4036667.6,1605341.71
Asia,Online,144317710,5672,2392960.08,324438.4
Sub-Saharan Africa,Offline,451489007,4485,1892176.65,256542
Europe,Online,438697230,9114,85033.62,21964.74
Sub-Saharan Africa,Offline,960678708,5033,550006.24,369623.52
Middle East and North Africa,Online,242482268,4747,976457.9,420536.73
Europe,Online,629469239,2791,712486.48,267545.26
Middle East and North Africa,Online,937313449,734,113080.04,46337.42
Asia,Online,502001225,2173,237465.44,159585.12
Asia,Online,529831397,7739,367215.55,121192.74
Sub-Saharan Africa,Offline,947415292,93,60562.53,11741.25
Sub-Saharan Africa,Offline,851676738,8928,975651.84,655672.32
North America,Offline,759852063,5966,55662.78,14378.06
Middle East and North Africa,Online,359490096,9963,1534899.78,628964.19
Sub-Saharan Africa,Online,758452165,1705,350718.5,151045.95
Asia,Online,434912097,9009,427477.05,141080.94
Sub-Saharan Africa,Offline,187356221,1724,140902.52,43203.44
Asia,Online,884583365,6730,4382643.3,849662.5
Europe,Online,315704858,2938,1284493.6,510830.06
Australia and Oceania,Offline,840144526,6290,959728.2,346830.6
Asia,Online,837638700,4760,1215132.8,456293.6
Australia and Oceania,Offline,558236205,3353,1414597.17,191791.6
Central America and the Caribbean,Online,772298371,9105,432032.25,142584.3
Europe,Offline,520499026,6083,928144.14,335416.62
Sub-Saharan Africa,Offline,263824498,387,31629.51,9698.22
Europe,Offline,533573615,5145,562245.6,377848.8
Europe,Online,581357705,5519,3594027.99,696773.75
Middle East and North Africa,Online,629100596,3701,761295.7,327871.59
North America,Offline,519038617,3916,2616945.32,648998.68
Central America and the Caribbean,Offline,163720595,7417,1142663.02,468235.21
Europe,Offline,896007859,7492,1541104.4,663716.28
Central America and the Caribbean,Online,519074237,4457,680049.06,245758.98
Central America and the Caribbean,Online,956406056,660,429798.6,83325
Asia,Online,601802146,5483,448125.59,137403.98
Sub-Saharan Africa,Online,169373834,336,85774.08,32208.96
Sub-Saharan Africa,Online,443544948,3661,564013.66,231118.93
Europe,Online,929051816,5933,1514576.24,568737.38
Europe,Online,300943267,4655,380453.15,116654.3
Middle East and North Africa,Online,454580628,9365,6098581.65,1182331.25
Central America and the Caribbean,Online,655637729,6628,724307.84,486760.32
Asia,Online,690100896,5046,551426.88,370578.24
Central America and the Caribbean,Online,414268958,246,26882.88,18066.24
Sub-Saharan Africa,Online,204753243,9890,4172492.1,565708
Middle East and North Africa,Offline,508477580,8670,1335700.2,547337.1
Europe,Online,492678296,3311,505192.38,182568.54
Europe,Offline,294904220,7567,1556531.9,670360.53
Europe,Offline,573016679,7224,590417.52,181033.44
Sub-Saharan Africa,Online,255189502,5099,47573.67,12288.59
Sub-Saharan Africa,Online,589909017,6042,2549059.38,345602.4
Middle East and North Africa,Online,195974051,1932,91673.4,30255.12
Sub-Saharan Africa,Online,912495934,6680,1019234.4,368335.2
Middle East and North Africa,Online,148898494,1228,134195.84,90184.32
Europe,Online,334918057,8551,405744.95,133908.66
Middle East and North Africa,Online,370603454,8652,5634268.92,1092315
Australia and Oceania,Online,576316010,3569,1505725.41,204146.8
Central America and the Caribbean,Online,442729556,2369,1035726.8,411898.03
Sub-Saharan Africa,Offline,880830419,6150,57379.5,14821.5
Australia and Oceania,Offline,171917426,3042,144342.9,47637.72
Australia and Oceania,Online,717601907,3206,2142473.62,531330.38
Europe,Online,489807689,3835,1617948.15,219362
Europe,Online,680771100,4152,633512.16,228941.28
Sub-Saharan Africa,Online,753040969,412,173818.68,23566.4
Europe,Offline,689478623,901,98461.28,66169.44
Australia and Oceania,Online,543257892,937,192740.9,83008.83
Europe,Offline,887865102,7869,373384.05,123228.54
Europe,Online,567099082,6075,3956100.75,766968.75
Central America and the Caribbean,Offline,745071160,1968,300277.44,108515.52
Sub-Saharan Africa,Online,856205165,8990,3930428,1563091.3
Central America and the Caribbean,Online,855237424,2614,213642.22,65506.84
Sub-Saharan Africa,Offline,767216765,5345,253620.25,83702.7
Sub-Saharan Africa,Offline,237504518,1719,353598.3,152286.21
Europe,Online,781774508,3305,843700.4,316817.3
Asia,Online,836013066,3699,760884.3,327694.41
Europe,Online,706519019,3533,32962.89,8514.53
Sub-Saharan Africa,Online,319903695,5467,259409.15,85613.22
Sub-Saharan Africa,Online,573090922,9194,6144074.38,1523721.62
Middle East and North Africa,Online,183317029,6437,703435.36,472733.28
Sub-Saharan Africa,Online,638130843,5952,486456.96,149157.12
Sub-Saharan Africa,Online,345393693,8524,5550914.04,1076155
Sub-Saharan Africa,Online,483279407,1971,1283534.91,248838.75
Central America and the Caribbean,Offline,950274312,6141,4103846.07,1017747.93
Europe,Offline,815177237,7914,3460000.8,1376007.18
Australia and Oceania,Online,567099511,6202,946301.16,341978.28
Sub-Saharan Africa,Online,765464961,6947,567778.31,174091.82
Central America and the Caribbean,Offline,690009915,8122,1670695.4,719527.98
Sub-Saharan Africa,Offline,590783202,4733,2069267.6,822926.71
Asia,Offline,338146150,3815,587738.9,240840.95
Sub-Saharan Africa,Offline,772772586,9436,88037.88,22740.76
Central America and the Caribbean,Offline,555648839,7694,71785.02,18542.54
Sub-Saharan Africa,Online,218073737,1720,262437.6,94840.8
Europe,Offline,811658608,6674,62268.42,16084.34
Sub-Saharan Africa,Online,758327281,4749,518970.72,348766.56
Asia,Online,800316083,169,110054.49,21336.25
Europe,Offline,850173842,4188,2727267.48,528735
Middle East and North Africa,Offline,440761888,92,61480.84,15247.16
Central America and the Caribbean,Online,975254046,8200,3585040,1425734
Middle East and North Africa,Online,777136647,858,573375.66,142196.34
Sub-Saharan Africa,Offline,940208518,7449,1532259.3,659906.91
Asia,Online,378580987,9382,445175.9,146922.12
Australia and Oceania,Offline,776677882,5100,778158,281214
Central America and the Caribbean,Offline,739235532,5076,3305541.96,640845
Europe,Offline,741302764,6816,1402051.2,603829.44
Europe,Offline,878240907,9856,4309043.2,1713662.72
Middle East and North Africa,Offline,415723788,762,194523.36,73045.32
Sub-Saharan Africa,Online,939737737,8134,888883.52,597360.96
Europe,Offline,506581580,7602,621311.46,190506.12
Europe,Online,392866647,6826,557888.98,171059.56
Sub-Saharan Africa,Online,145516765,499,54530.72,36646.56
Sub-Saharan Africa,Offline,731768262,5345,253620.25,83702.7
Central America and the Caribbean,Offline,489169967,5118,242849.1,80147.88
Sub-Saharan Africa,Offline,975583207,5605,2364693.45,320606
Asia,Offline,219181811,9624,6267245.04,1215030
Middle East and North Africa,Online,368452107,2021,415719.7,179040.39
Middle East and North Africa,Online,942192924,4679,43655.07,11276.39
Sub-Saharan Africa,Online,179515588,1507,309989.9,133505.13
North America,Online,889843928,3448,1507465.6,599503.76
Central America and the Caribbean,Online,102914273,3475,284011.75,87083.5
Europe,Offline,318775451,1595,1065890.65,264339.35
Sub-Saharan Africa,Online,957788789,9842,4152241.38,562962.4
Europe,Online,610628116,7284,3184564.8,1266469.08
Middle East and North Africa,Offline,188279759,5020,2117887.8,287144
Asia,Online,672042548,1179,96359.67,29545.74
Europe,Online,863527810,5923,1218361.1,524718.57
Europe,Online,534659373,6445,704309.6,473320.8
Europe,Offline,877673566,1967,859972.4,342002.29
Europe,Online,455119216,8745,3823314,1520493.15
Sub-Saharan Africa,Online,149857652,5064,240286.8,79302.24
Europe,Online,915062701,6243,1284185.1,553067.37
Sub-Saharan Africa,Online,624220693,9629,1469192.82,530943.06
Central America and the Caribbean,Offline,821130454,9604,4051831.56,549348.8
Europe,Online,869903314,2577,397012.62,162686.01
Europe,Offline,204963099,1991,306733.46,125691.83
Europe,Online,581046140,3320,271343.6,83199.2
Middle East and North Africa,Online,223201262,9068,2314879.04,869258.48
North America,Offline,576789796,3773,2457015.33,476341.25
Europe,Offline,457485568,9001,1373372.58,496315.14
Asia,Online,101274907,8350,5580054.5,1383845.5
Sub-Saharan Africa,Offline,714456641,2452,267954.56,180074.88
Sub-Saharan Africa,Online,423642098,3966,324141.18,99387.96
Asia,Offline,125755107,2586,1728146.22,428577.78
Asia,Offline,338031995,34,5238.04,2146.42
Central America and the Caribbean,Online,748021590,5066,1042076.2,448796.94
Sub-Saharan Africa,Offline,663585221,8468,401806.6,132608.88
Sub-Saharan Africa,Online,362896716,8058,3522957.6,1401044.46
Central America and the Caribbean,Offline,644442403,3683,561952.14,203080.62
Asia,Online,577021110,2224,457476.8,197024.16
Europe,Offline,649744164,2592,211844.16,64955.52
Central America and the Caribbean,Offline,522035396,729,307557.81,41698.8
Europe,Offline,373631131,4609,710062.54,290966.17
Central America and the Caribbean,Online,454580199,9238,2358276.64,885554.68
Europe,Offline,635243928,1650,421212,158169
Europe,Offline,856296145,5913,280571.85,92597.58
Europe,Online,678723180,8126,1671518.2,719882.34
Central America and the Caribbean,Online,633823859,1420,620824,246895.4
Middle East and North Africa,Offline,873209512,954,417088.8,165871.98
Middle East and North Africa,Offline,718803966,8922,729195.06,223585.32
North America,Offline,912843549,9546,1470656.76,602638.98
Europe,Offline,467877089,4083,2728546.41,676675.59
Australia and Oceania,Offline,716765916,5817,3788088.57,734396.25
Sub-Saharan Africa,Offline,362683856,5067,553721.76,372120.48
Australia and Oceania,Offline,429117238,4182,39018.06,10078.62
Central America and the Caribbean,Offline,209864890,2539,277461.92,186464.16
Europe,Online,419038140,1553,396449.84,148870.58
Asia,Offline,941060817,9663,789756.99,242154.78
Asia,Online,380669248,7345,1875031.6,704091.7
Europe,Offline,112912261,2102,229706.56,154370.88
Europe,Offline,233151185,3472,714190.4,307584.48
Australia and Oceania,Online,907059848,8021,5223355.41,1012651.25
Europe,Offline,120624577,4348,206312.6,68089.68
Europe,Online,430144202,8083,883310.24,593615.52
Asia,Online,412230050,6887,1050818.46,379749.18
Central America and the Caribbean,Online,513805949,5453,3551048.13,688441.25
Asia,Online,802108228,504,103672.8,44649.36
Sub-Saharan Africa,Offline,514685714,5795,1479347.6,555508.7
Europe,Offline,309399735,7112,581263.76,178226.72
Europe,Offline,914424121,7273,794793.44,534129.12
Sub-Saharan Africa,Offline,878245198,1126,53428.7,17633.16
Middle East and North Africa,Offline,619661796,550,367548.5,91151.5
Sub-Saharan Africa,Online,177785241,9458,3990235.62,540997.6
Australia and Oceania,Offline,562039363,8792,5875429.84,1457098.16
Sub-Saharan Africa,Offline,602160489,1525,993095.25,192531.25
Sub-Saharan Africa,Online,998197448,7662,3349826.4,1332191.94
Sub-Saharan Africa,Online,270511567,9239,1009637.92,678512.16
